type,lat,lon,highway_type,destination,destination_ref,ref,name
ramp,43.5895824,-79.8144099,motorway_junction,,,,
ramp,43.6196215,-79.8156566,motorway_junction,,,,
ramp,43.6195127,-79.8121117,motorway_junction,,,,
ramp,43.6217504,-79.8126688,motorway_junction,,,,
ramp,43.6202648,-79.816467,motorway_junction,,,,
ramp,43.6235149,-79.8147854,motorway_junction,,,,
ramp,43.6182549,-79.8109037,motorway_junction,,,,
ramp,43.6233164,-79.8124797,motorway_junction,,,,
ramp,43.620902,-79.8175526,motorway_junction,,,,
ramp,43.6174622,-79.8159053,motorway_junction,,,,
ramp,43.6335956,-79.835151,motorway_junction,,,,
ramp,43.6330461,-79.8348076,motorway_junction,,,,
ramp,43.6334627,-79.8338205,motorway_junction,,,,
ramp,43.6896995,-79.8729136,motorway_junction,,,,
ramp,43.6887321,-79.8735082,motorway_junction,,,,
ramp,43.6893294,-79.8749992,motorway_junction,,,,
ramp,43.6891175,-79.8708004,motorway_junction,,,,
ramp,43.6878999,-79.8740108,motorway_junction,,,,
ramp,43.6886673,-79.8705471,motorway_junction,,,,
ramp,43.6900509,-79.8722738,motorway_junction,,,,
ramp,43.6901587,-79.8763803,motorway_junction,,,,
ramp,43.6336564,-79.8350539,motorway_junction,,,,
ramp,43.4236662,-80.2842941,motorway_link,London,401 West,,
ramp,43.4143958,-80.3127672,motorway_link,,36,,
ramp,43.7675254,-79.3343615,motorway_link,,401 East,,
ramp,43.7675254,-79.3343615,motorway_link,,,,
ramp,43.7626328,-79.3366445,motorway_link,,401 West;401 East,,
ramp,43.7685461,-79.3265949,motorway_link,Newmarket,404,,
ramp,43.7686716,-79.3311085,motorway_link,Newmarket,404 North;404 Nord,,
ramp,43.7686716,-79.3311085,motorway_link,,,,
ramp,43.7682602,-79.3386278,motorway_link,Downtown,DVP South,,
ramp,43.7688768,-79.319792,motorway_link,,401 West,,
ramp,43.7687015,-79.3140412,motorway_link,,,,
ramp,43.7678813,-79.3259759,motorway_link,,,,
ramp,43.4180364,-80.2906082,motorway_link,,33,,
ramp,43.423404,-80.2773282,motorway_link,,33,,
ramp,43.4185003,-80.282164,motorway_link,Toronto,401 East,,
ramp,43.7665063,-79.3458347,motorway_link,,,,
ramp,43.7664455,-79.3522707,motorway_link,Newmarket,404,,
ramp,43.7666169,-79.3536635,motorway_link,Newmarket,404,,
ramp,43.7669802,-79.3441885,motorway_link,Newmarket,404,,
ramp,43.7663729,-79.3416992,motorway_link,,,,
ramp,43.7663729,-79.3416992,motorway_link,Newmarket,404,,
ramp,43.7656509,-79.3403819,motorway_link,,,,
ramp,43.7665063,-79.3458347,motorway_link,Newmarket,404,,
ramp,43.7656473,-79.3397386,motorway_link,Newmarket,404,,
ramp,43.7657355,-79.340139,motorway_link,Newmarket,404,,
ramp,43.7656473,-79.3397386,motorway_link,,,,
ramp,43.7668989,-79.3373326,motorway_link,,,,
ramp,43.7676808,-79.3405818,motorway_link,,401 West,,
ramp,43.7735156,-79.3395646,motorway_link,,401 West;401 Ouest,,
ramp,43.7735156,-79.3395646,motorway_link,,401 East;401 Est,,
ramp,43.7667031,-79.3387036,motorway_link,,401 East,,
ramp,43.7757536,-79.3394044,motorway_link,,,,
ramp,43.7714029,-79.3391912,motorway_link,,,,
ramp,43.7697697,-79.3391184,motorway_link,,DVP,,
ramp,43.7813256,-79.3407965,motorway_link,,401,,
ramp,43.7643346,-79.3367429,motorway_link,,401 West,,
ramp,43.7668998,-79.3368906,motorway_link,,401 West,,
ramp,43.7683374,-79.336424,motorway_link,,401 West,,
ramp,43.768335,-79.3324498,motorway_link,Newmarket,404,,
ramp,43.7682983,-79.3273776,motorway_link,Newmarket,404,,
ramp,43.7689448,-79.3383924,motorway_link,Downtown,DVP South,,
ramp,43.767786,-79.3363094,motorway_link,,,,
ramp,43.4492464,-80.1696255,motorway_link,Guelph,6 North,,
ramp,43.4155966,-80.3278235,motorway_link,Brantford,24,,
ramp,43.4144393,-80.3206292,motorway_link,South Brantford,24,,
ramp,43.4149917,-80.3278406,motorway_link,London,401 West,,
ramp,43.4111173,-80.3281766,motorway_link,Toronto,401 East,,
ramp,43.4132977,-80.3280422,motorway_link,Toronto,401 East,,
ramp,43.7643346,-79.3367429,motorway_link,Victoria Park Avenue;Warden Avenue,401 East,,
ramp,43.7695059,-79.339568,motorway_link,Leslie Street;Bayview Avenue;Yonge Street,,,
ramp,43.6821878,-79.3638748,motorway_link,,,,
ramp,43.4164452,-80.3279562,motorway_link,London,401,,
ramp,43.4136636,-80.3363191,motorway_link,Brantford,24;24 South,,
ramp,43.4127638,-80.3280796,motorway_link,,24;24 North,,
ramp,43.4010302,-80.3774732,motorway_link,Toronto,401 East,,
ramp,43.4016061,-80.376855,motorway_link,Toronto,401 East,,
ramp,43.4083713,-80.3652047,motorway_link,Kitchener;Waterloo;Cambridge,8;8,,
ramp,43.4150202,-80.4049797,motorway_link,Kitchener;Waterloo,8 West,,
ramp,43.4007327,-80.3766617,motorway_link,Toronto,401 East,,
ramp,43.4050431,-80.3726946,motorway_link,Cambridge;Kitchener;Waterloo,8,,
ramp,43.3993543,-80.3833786,motorway_link,Cambridge,8,,
ramp,43.4015471,-80.3794074,motorway_link,Kitchener;Waterloo,8,,
ramp,43.4031401,-80.3821878,motorway_link,London,401 West,,
ramp,43.4087555,-80.3869436,motorway_link,,38,,
ramp,43.4117938,-80.3906669,motorway_link,Kitchener;Waterloo,8 West,,
ramp,43.4107604,-80.3918961,motorway_link,,38,,
ramp,43.6331047,-79.4283169,motorway_link,,,,
ramp,43.4513988,-80.1782751,motorway_link,Kitchener;Cambridge;London,401 West,,
ramp,43.4513988,-80.1782751,motorway_link,Hamilton;Toronto,6;401 East,,
ramp,43.4474764,-80.1767642,motorway_link,Hamilton;Milton;Toronto,401 East;6 South,,
ramp,43.4464924,-80.1832434,motorway_link,Guelph,6 North,,
ramp,43.4520273,-80.123788,motorway_link,Toronto,401 East,,
ramp,43.4508778,-80.1294734,motorway_link,Guelph;Hamilton,6 South;46,,
ramp,43.4539324,-80.1255802,motorway_link,London;Guelph,401 West;6 North,,
ramp,43.4894342,-79.9908173,motorway_link,Campbellville;Burlington,1,,
ramp,43.5276234,-79.9051357,motorway_link,,401,,
ramp,43.5416421,-79.8624123,motorway_link,Toronto,401 East,,
ramp,43.5396629,-79.8679454,motorway_link,,4,,
ramp,43.6000036,-79.7877955,motorway_link,Toronto,401 East;401 Est,,
ramp,43.6050596,-79.7456858,motorway_link,Toronto,401 East;401 Est,,
ramp,43.6201224,-79.7075282,motorway_link,Toronto,401 East,,
ramp,43.6184697,-79.7123848,motorway_link,,,,
ramp,43.6292838,-79.6840741,motorway_link,Toronto,401 West,,
ramp,43.6383154,-79.6607855,motorway_link,,4,,
ramp,43.6677052,-79.5905626,motorway_link,,427 South;427 Sud,,
ramp,43.647612,-79.6376565,motorway_link,Toronto,,,
ramp,43.7221573,-79.3331602,motorway_link,,,,
ramp,43.7237854,-79.3320698,motorway_link,,,,
ramp,43.7237854,-79.3320698,motorway_link,,,,
ramp,43.7206179,-79.3291998,motorway_link,,,,
ramp,43.7223676,-79.3283958,motorway_link,,,,
ramp,43.7223676,-79.3283958,motorway_link,Eglinton Avenue Westbound,,,
ramp,43.7239734,-79.3275483,motorway_link,,,,
ramp,43.7292606,-79.3307278,motorway_link,,,,
ramp,43.6722771,-79.5805721,motorway_link,,401 West;401 Ouest,,
ramp,43.6716815,-79.5839931,motorway_link,,401 West,,
ramp,43.6695948,-79.5917006,motorway_link,,401 West,,
ramp,43.7543381,-79.8013808,motorway_link,,410 South;410 Sud,,
ramp,43.6403299,-79.6616395,motorway_link,,,,
ramp,43.6461403,-79.6443325,motorway_link,Hamilton;Brampton,403;410,,
ramp,43.6446325,-79.6501259,motorway_link,Hamilton,403 West,,
ramp,43.6361953,-79.6554675,motorway_link,Hamilton,,,
ramp,43.6400019,-79.6618007,motorway_link,,,,
ramp,43.6444498,-79.6678016,motorway_link,Hamilton,403 West,,
ramp,43.6350351,-79.6552154,motorway_link,,403 West,,
ramp,43.6444498,-79.6678016,motorway_link,London,401,,
ramp,43.641938,-79.6652633,motorway_link,London,401 West,,
ramp,43.641938,-79.6652633,motorway_link,Toronto,401 East,,
ramp,43.6407264,-79.6642261,motorway_link,,,,
ramp,43.6149038,-79.5446882,motorway_link,,,,
ramp,43.6149038,-79.5446882,motorway_link,Pearson Airport,427,,
ramp,43.6146572,-79.5480897,motorway_link,,,,
ramp,43.7656861,-79.6331365,motorway_link,,7,,
ramp,43.7700788,-79.6346952,motorway_link,,427 South,,
ramp,43.7342258,-79.6272167,motorway_link,,427 South;427 Sud,,
ramp,43.6507435,-79.6321359,motorway_link,Dixie Road,4,,
ramp,43.6498914,-79.6400889,motorway_link,London,401 West,,
ramp,43.6474371,-79.6411416,motorway_link,,401 West Collector,,
ramp,43.6349419,-79.6729306,motorway_link,,,,
ramp,43.6324385,-79.6879087,motorway_link,London,401 West;401 Ouest,,
ramp,43.6220802,-79.7066927,motorway_link,,,,
ramp,43.6229637,-79.7110278,motorway_link,London,401 West,,
ramp,43.5436563,-79.8632357,motorway_link,,4,,
ramp,43.5309757,-79.9092477,motorway_link,London,401 West,,
ramp,43.4932305,-79.9843,motorway_link,Campbellville;Burlington,1,,
ramp,43.4927514,-79.9889653,motorway_link,Brookville;Rockwood,1 North,,
ramp,43.4927514,-79.9889653,motorway_link,Campbellville;Burlington,1 South,,
ramp,43.4931427,-79.9908128,motorway_link,London,401 West,,
ramp,43.4555892,-80.1193714,motorway_link,Hamilton;Guelph,6 South;46,,
ramp,43.454678,-80.1247416,motorway_link,Hamilton,,,
ramp,43.454678,-80.1247416,motorway_link,Aberfoyle;Guelph,46,,
ramp,43.4320524,-80.2517166,motorway_link,ONroute Cambridge,,,
ramp,43.4342713,-80.2440065,motorway_link,,,,
ramp,43.6390772,-79.6589125,motorway_link,,,,
ramp,43.6038183,-79.7435575,motorway_link,Toronto,401 East;401 Est,,
ramp,43.5983175,-79.7852718,motorway_link,Toronto,401 East;401 Est,,
ramp,43.4894799,-79.9854077,motorway_link,Toronto,401 East,,
ramp,43.6339546,-79.4712854,motorway_link,,,,
ramp,43.6263761,-79.4858841,motorway_link,,,,
ramp,43.7931163,-79.4975451,motorway_link,,407 ETR West,,
ramp,43.79523,-79.3431066,motorway_link,,404 South,,
ramp,43.7683151,-79.3196502,motorway_link,,401 West,,
ramp,43.7908796,-79.3424643,motorway_link,,,,
ramp,43.7942244,-79.347962,motorway_link,,404 South,,
ramp,43.8076942,-79.3461593,motorway_link,Steeles Avenue,8,,
ramp,43.5962333,-79.801246,motorway_link,,407 ETR West,,
ramp,43.682378,-79.5948418,motorway_link,Dixon Road;Airport Road,,,
ramp,43.6458843,-79.3699474,motorway_link,,,,
ramp,43.7127664,-79.4427137,motorway_link,,,,
ramp,43.7188825,-79.4455067,motorway_link,,,,
ramp,43.7157481,-79.4458456,motorway_link,,,,
ramp,43.7163545,-79.4433699,motorway_link,,,,
ramp,43.7248629,-79.4473829,motorway_link,,401,,
ramp,43.7310516,-79.450866,motorway_link,,401 West,,
ramp,43.7351789,-79.4505722,motorway_link,,401,,
ramp,43.7328081,-79.4503643,motorway_link,,401 East,,
ramp,43.7268241,-79.4477872,motorway_link,,401 East,,
ramp,43.7289269,-79.4465198,motorway_link,,401 East,,
ramp,43.7281047,-79.4559579,motorway_link,,,,
ramp,43.7334735,-79.4499405,motorway_link,,,,
ramp,43.7344056,-79.4371614,motorway_link,,,,
ramp,43.7309986,-79.4460239,motorway_link,,,,
ramp,43.7288995,-79.4517066,motorway_link,,,,
ramp,43.7269881,-79.4471402,motorway_link,,401 West,,
ramp,43.7310281,-79.4467821,motorway_link,,,,
ramp,43.7316863,-79.4442024,motorway_link,Allen Road North,,,
ramp,43.7336332,-79.4379865,motorway_link,,,,
ramp,43.7299403,-79.4483477,motorway_link,,,,
ramp,43.7284556,-79.4579153,motorway_link,,401 West,,
ramp,43.7398627,-79.4538934,motorway_link,Allen Road South,,,
ramp,43.7369408,-79.4507336,motorway_link,Wilson Heights Boulevard,,,
ramp,43.7200825,-79.4940963,motorway_link,Express,,,
ramp,43.7198732,-79.4936173,motorway_link,Barrie;Black Creek Drive;Weston Road,400,,
ramp,43.717781,-79.5060179,motorway_link,,,,
ramp,43.7174857,-79.5055603,motorway_link,Express,,,
ramp,43.7174696,-79.5121465,motorway_link,Barrie,400 North,,
ramp,43.7175743,-79.5162277,motorway_link,Black Creek Drive,,,
ramp,43.7253393,-79.5239512,motorway_link,,401 East;401 West,,
ramp,43.7198403,-79.5214875,motorway_link,Highway 401 West,401 West,,
ramp,43.7126232,-79.5117974,motorway_link,,401 East;401 Est,,
ramp,43.7121733,-79.5106287,motorway_link,Jane Street,,,
ramp,43.7107356,-79.5058295,motorway_link,,,,
ramp,43.7110316,-79.5054267,motorway_link,,,,
ramp,43.7139823,-79.5067939,motorway_link,,400 North,,
ramp,43.7101173,-79.5014991,motorway_link,Jane Street,,,
ramp,43.7690877,-79.5339032,motorway_link,,407 ETR,,
ramp,43.7871252,-79.5195486,motorway_link,Toronto;Barrie,400,,
ramp,43.7867302,-79.5395992,motorway_link,407 ETR West,407 ETR West,,
ramp,43.7826676,-79.536145,motorway_link,Highway 407 ETR East,407 ETR East,,
ramp,43.7841624,-79.5272741,motorway_link,,55,,
ramp,43.78579,-79.5232494,motorway_link,,407 ETR East,,
ramp,43.7856945,-79.5300743,motorway_link,Barrie,400 North,,
ramp,43.791885,-79.5367663,motorway_link,Barrie,400 North,,
ramp,43.8012927,-79.5412672,motorway_link,Langstaff Road,,,
ramp,43.7961799,-79.5410591,motorway_link,,,,
ramp,43.7900274,-79.5438109,motorway_link,Toronto,400 South,,
ramp,43.7912932,-79.5404876,motorway_link,Toronto,400 South,,
ramp,43.7810118,-79.5440639,motorway_link,Barrie,400 North,,
ramp,43.7831284,-79.546119,motorway_link,,407 ETR West,,
ramp,43.7784751,-79.5578893,motorway_link,,56,,
ramp,43.8482159,-79.3714357,motorway_link,,407 ETR,,
ramp,43.8440108,-79.3711011,motorway_link,,407 East,,
ramp,43.83963,-79.3634082,motorway_link,,8,,
ramp,43.8386055,-79.3550727,motorway_link,,407 ETR East,,
ramp,43.8415866,-79.3558666,motorway_link,,407 ETR West,,
ramp,43.8412344,-79.355482,motorway_link,Toronto;Newmarket,404,,
ramp,43.8366264,-79.3849533,motorway_link,Newmarket;Toronto,404,,
ramp,43.8402703,-79.3684616,motorway_link,Richmond Hill;Markham,7,,
ramp,43.8485039,-79.3649796,motorway_link,Newmarket,404 North;404 Nord,,
ramp,43.8529177,-79.3726355,motorway_link,Markham;Richmond Hill,7,,
ramp,43.8469439,-79.3715395,motorway_link,Toronto,404 South,,
ramp,43.8457888,-79.3758576,motorway_link,Toronto,404 South,,
ramp,43.8411836,-79.3619041,motorway_link,Newmarket,404 North,,
ramp,43.837553,-79.3745063,motorway_link,Toronto,404 South,,
ramp,43.8293668,-79.3642642,motorway_link,,407 ETR,,
ramp,43.8337267,-79.3651485,motorway_link,,407 East,,
ramp,43.8365205,-79.3897679,motorway_link,,12,,
ramp,43.8119927,-79.3568744,motorway_link,,404 South,,
ramp,43.8138557,-79.3494678,motorway_link,,404 North,,
ramp,43.8132492,-79.3513837,motorway_link,,404 North,,
ramp,43.842425,-79.3473301,motorway_link,,8,,
ramp,43.7393737,-79.3325515,motorway_link,,,,
ramp,43.7372537,-79.3322348,motorway_link,,,,
ramp,43.5830686,-79.8058178,motorway_link,Toronto,401 East,,
ramp,43.5261706,-80.2578733,trunk_link,Acton;Cambridge,,,
ramp,43.7553882,-79.5270965,motorway_link,,400 North,,
ramp,43.7061881,-79.5560452,motorway_link,Express,401,,
ramp,43.69678,-79.5981937,motorway_link,,427;7,,
ramp,43.7837813,-79.5370638,motorway_link,Highway 400 North;Barrie,400 North,,
ramp,43.7825934,-79.5377888,motorway_link,Highway 400 North;Barrie,400 North,,
ramp,43.7823178,-79.5375584,motorway_link,Highway 400 South;Toronto,400 South,,
ramp,43.7836069,-79.536436,motorway_link,Highway 400 South;Toronto,400 South,,
ramp,43.7866274,-79.539482,motorway_link,Highway 407 ETR East,407 ETR East,,
ramp,43.7837582,-79.5384876,motorway_link,Highway 407 ETR East,407 ETR East,,
ramp,43.7833059,-79.5393023,motorway_link,407 ETR West,407 ETR West,,
ramp,43.7820325,-79.5363048,motorway_link,407 ETR West,407 ETR West,,
ramp,43.7834501,-79.5350627,motorway_link,,55,,
ramp,43.7841066,-79.5293855,motorway_link,,55,,
ramp,43.7855501,-79.5291405,motorway_link,Highway 407 ETR West,407 ETR West,,
ramp,43.7862118,-79.5278205,motorway_link,Highway 407 ETR West,407 ETR West,,
ramp,43.7945475,-79.5403192,motorway_link,,407 ETR,,
ramp,43.7873575,-79.5395413,motorway_link,,407 ETR East,,
ramp,43.7879148,-79.5375062,motorway_link,,7,,
ramp,43.7879148,-79.5375062,motorway_link,,,,
ramp,43.779968,-79.5516375,motorway_link,Barrie;Toronto,400,,
ramp,43.7806286,-79.5472694,motorway_link,Highway 400;Barrie;Toronto,400,,
ramp,43.7843434,-79.5464607,motorway_link,,407 ETR West,,
ramp,43.7785751,-79.5351804,motorway_link,,407 ETR East,,
ramp,43.7810118,-79.5440639,motorway_link,Toronto,400 South,,
ramp,43.7904749,-79.5381177,motorway_link,,,,
ramp,43.7779505,-79.5372212,motorway_link,Highway 400 South;Toronto,400 South,,
ramp,43.6585297,-79.3535266,motorway_link,,,,
ramp,43.7027714,-79.5623762,motorway_link,,401 East;401 Est,,
ramp,43.7056854,-79.5582636,motorway_link,,,,
ramp,43.7046603,-79.5635061,motorway_link,,401 East,,
ramp,43.6983226,-79.5793446,motorway_link,,,,
ramp,43.6974864,-79.5734758,motorway_link,,409 East;409 Est,,
ramp,43.7004095,-79.5700068,motorway_link,Martin Grove Road,,,
ramp,43.6998736,-79.5747587,motorway_link,,409 West;409 Ouest,,
ramp,43.6967463,-79.6084706,motorway_link,,7,,
ramp,43.6918253,-79.6123606,motorway_link,,7,,
ramp,43.6918253,-79.6123606,motorway_link,,,,
ramp,43.700519,-79.6106346,motorway_link,Terminal 1;Terminal 3;Aérogare 1;Aérogare 3,,,
ramp,43.6945783,-79.6109244,trunk_link,Terminal 3,,,
ramp,43.6990766,-79.6099298,motorway_link,Terminal 1,,,
ramp,43.6930453,-79.6117083,trunk_link,Terminal 1,,,
ramp,43.6899356,-79.6123458,trunk_link,Terminal 1;Departures;Départs,,,
ramp,43.6933386,-79.6047196,motorway_link,,409 East;409 Est,,
ramp,43.7029724,-79.6115969,motorway_link,Highway 401 East via 409,409,,
ramp,43.6932225,-79.6108118,motorway_link,,427 North;427 South;401 West;427 Nord;427 Sud;401 Ouest,,
ramp,43.6948167,-79.6099706,motorway_link,,427 North,,
ramp,43.6861135,-79.6138268,trunk_link,Rentals;Location;Ground;Sol,,,
ramp,43.6851341,-79.6147074,trunk_link,Terminal 1;Terminal 3,409 East;409 Est;401 East;401 Est;427 North;427 Nord,,
ramp,43.6850641,-79.5988763,motorway_link,,,,
ramp,43.686315,-79.612163,motorway_link,Highway 409,409 East,,
ramp,43.6892826,-79.6114905,motorway_link,,409 East,,
ramp,43.6889998,-79.6105734,motorway_link,,409 East,,
ramp,43.6899356,-79.6123458,trunk_link,Terminal 1;Arrivals;Arrivées;Car Rental Return;Retour Voitures De Location,,,
ramp,43.6449916,-79.6487339,motorway_link,,,,
ramp,43.6220933,-79.6360898,motorway_link,Toronto;Brampton,401;410,,
ramp,43.7535102,-79.4082734,motorway_link,,401 West,,
ramp,43.7521888,-79.4093586,motorway_link,,,,
ramp,43.7563357,-79.4096578,motorway_link,,401 West,,
ramp,43.7578306,-79.4020481,motorway_link,,,,
ramp,43.7554634,-79.4071099,motorway_link,,,,
ramp,43.7478324,-79.6304971,motorway_link,Highway 427 South,427 South,,
ramp,43.7479625,-79.6434925,motorway_link,Highway 427,,,
ramp,43.7518653,-79.6384784,motorway_link,,427 North,,
ramp,43.7451967,-79.6294191,motorway_link,,407 ETR,,
ramp,43.7583974,-79.632535,motorway_link,Express Toll Route West,407 ETR West;407 ETR Ouest,,
ramp,43.7572736,-79.6232319,motorway_link,,427 North,,
ramp,43.7541715,-79.6329104,motorway_link,,27,,
ramp,43.7579706,-79.6158026,motorway_link,,407 ETR East,,
ramp,43.7609304,-79.6175415,motorway_link,,407 ETR West,,
ramp,43.758873,-79.6162114,motorway_link,,407 ETR West,,
ramp,43.6203168,-79.5123354,motorway_link,,,,
ramp,43.6196879,-79.5155094,motorway_link,,,,
ramp,43.6189244,-79.5117528,motorway_link,,,,
ramp,43.6200302,-79.5129786,motorway_link,,,,
ramp,43.6211196,-79.5109091,motorway_link,,,,
ramp,43.6222381,-79.5142543,motorway_link,,,,
ramp,43.6202802,-79.5130816,motorway_link,,,,
ramp,43.6200649,-79.5155228,motorway_link,,,,
ramp,43.6217305,-79.5050659,motorway_link,,,,
ramp,43.6271016,-79.4877369,motorway_link,Gardiner Expressway West,,,
ramp,43.7666354,-79.3630719,motorway_link,,401 West,,
ramp,43.7668744,-79.3551817,motorway_link,,,,
ramp,43.7642763,-79.3618099,motorway_link,,401 East,,
ramp,43.7641321,-79.3630297,motorway_link,,,,
ramp,43.7685204,-79.364354,motorway_link,,401 West,,
ramp,43.6784024,-79.3685698,trunk_link,,,,
ramp,43.6791396,-79.3674251,trunk_link,,,,
ramp,43.6771143,-79.3661959,trunk_link,Don Valley Parkway,,,
ramp,43.6821878,-79.3638748,motorway_link,,,,Bayview-Bloor Ramp
ramp,43.6841146,-79.3616299,motorway_link,,,,
ramp,43.6700951,-79.5856203,motorway_link,,,,
ramp,43.6694384,-79.5888091,motorway_link,,,,
ramp,43.6741092,-79.5685682,motorway_link,,401 West;427 North,,
ramp,43.6723851,-79.5891696,motorway_link,,427 North,,
ramp,43.6744123,-79.5921392,motorway_link,,401 West;401 Ouest,,
ramp,43.674064,-79.5897914,motorway_link,,401 East,,
ramp,43.6762788,-79.5781937,motorway_link,,,,
ramp,43.6773454,-79.5784262,motorway_link,,,,
ramp,43.6732936,-79.5766822,motorway_link,,401 East,,
ramp,43.6720831,-79.5831718,motorway_link,,427 North,,
ramp,43.6672156,-79.5727405,motorway_link,Eglinton Avenue East,,,
ramp,43.655629,-79.5677458,motorway_link,,427,,
ramp,43.6717269,-79.5727743,motorway_link,,,,
ramp,43.6612396,-79.570921,motorway_link,Holiday Drive;Burnhamthorpe Road;Eva Road,,,
ramp,43.6741092,-79.5685682,motorway_link,,427 South;27 North,,
ramp,43.6726897,-79.5734981,motorway_link,,,,
ramp,43.6738603,-79.5712021,motorway_link,,27 North,,
ramp,43.6738603,-79.5712021,motorway_link,,427 South,,
ramp,43.6668737,-79.572913,motorway_link,,401 East,,
ramp,43.6689992,-79.5736008,motorway_link,,401 East,,
ramp,43.6725327,-79.571631,motorway_link,,,,
ramp,43.6722922,-79.5719335,motorway_link,,,,
ramp,43.6697349,-79.5738629,motorway_link,,401 East,,
ramp,43.6708906,-79.574572,motorway_link,,401 East,,
ramp,43.6705705,-79.5760799,motorway_link,,,,
ramp,43.6710507,-79.5767158,motorway_link,,,,
ramp,43.6672367,-79.5940344,motorway_link,,427 North,,
ramp,43.668896,-79.5895277,motorway_link,,427 North,,
ramp,43.6708168,-79.5885679,motorway_link,,,,
ramp,43.671192,-79.5850307,motorway_link,,401 West,,
ramp,43.6712944,-79.5835613,motorway_link,,401 West,,
ramp,43.6720204,-79.5819599,motorway_link,,401 West,,
ramp,43.6735414,-79.5723847,motorway_link,,427 North,,
ramp,43.6723562,-79.5812652,motorway_link,,427 North,,
ramp,43.6725133,-79.5813406,motorway_link,,401 East,,
ramp,43.672239,-79.5830664,motorway_link,,401 East,,
ramp,43.6737912,-79.5791824,motorway_link,,,,
ramp,43.6753612,-79.5793588,motorway_link,,,,
ramp,43.672804,-79.5786567,motorway_link,,,,
ramp,43.6717498,-79.5776284,motorway_link,,,,
ramp,43.67132,-79.5749485,motorway_link,,401 East,,
ramp,43.6723617,-79.5758767,motorway_link,,401 East,,
ramp,43.6828451,-79.5748045,motorway_link,,427 South,,
ramp,43.67834,-79.5777539,motorway_link,,,,
ramp,43.6772136,-79.5770795,motorway_link,,401 East,,
ramp,43.6761308,-79.5774469,motorway_link,,401 East,,
ramp,43.6698343,-79.5732649,motorway_link,Eglinton Avenue West,,,
ramp,43.6711349,-79.5729129,motorway_link,,,,
ramp,43.6717396,-79.5724145,motorway_link,,,,
ramp,43.6711394,-79.5727413,motorway_link,,,,
ramp,43.6394815,-79.3874545,motorway_link,,,,
ramp,43.6273141,-79.4790355,motorway_link,,,,
ramp,43.6347321,-79.4707586,motorway_link,,2,,
ramp,43.8107802,-79.4796711,motorway_link,,53,,
ramp,43.8186122,-79.4771708,motorway_link,,407 ETR West,,
ramp,43.8220536,-79.4781331,motorway_link,,407 ETR West,,
ramp,43.8223526,-79.4712146,motorway_link,,53,,
ramp,43.8168495,-79.4769297,motorway_link,,407 ETR East,,
ramp,43.7403007,-79.4217264,motorway_link,,401 East;401 Est,,
ramp,43.740339,-79.4258893,motorway_link,,,,
ramp,43.7436075,-79.4248253,motorway_link,,401 West,,
ramp,43.744646,-79.4202624,motorway_link,,,,
ramp,43.7494865,-79.4147222,motorway_link,,,,
ramp,43.753059,-79.4056276,motorway_link,,401 East;401 Est,,
ramp,43.7616763,-79.3927643,motorway_link,,,,
ramp,43.7636481,-79.3871281,motorway_link,,401 West,,
ramp,43.7628016,-79.3871136,motorway_link,,401 East,,
ramp,43.7607924,-79.38659,motorway_link,,401 East;401 Est,,
ramp,43.7649555,-79.3804463,motorway_link,,,,
ramp,43.765163,-79.3877657,motorway_link,,401 West,,
ramp,43.7657825,-79.3756139,motorway_link,Express,,,
ramp,43.7641548,-79.3822128,motorway_link,,,,
ramp,43.7472146,-79.4161739,motorway_link,Express,,,
ramp,43.7689419,-79.3343753,motorway_link,,,,
ramp,43.7692445,-79.3357963,motorway_link,Downtown,DVP South,,
ramp,43.7677325,-79.3195815,motorway_link,,401 East,,
ramp,43.7661023,-79.3187575,motorway_link,,401 East,,
ramp,43.6205786,-79.6337017,motorway_link,,,,
ramp,43.6221146,-79.635689,motorway_link,,403 East,,
ramp,43.6191135,-79.6391405,motorway_link,Hamilton,403 West,,
ramp,43.6254975,-79.6424082,motorway_link,,,,
ramp,43.6210096,-79.6371294,motorway_link,Hamilton,403 West,,
ramp,43.6236752,-79.6340581,motorway_link,,403 East,,
ramp,43.6164615,-79.6295706,motorway_link,,403;410,,
ramp,43.5241807,-79.7177183,motorway_link,,407 ETR,,
ramp,43.5336657,-79.7365357,motorway_link,,403,,
ramp,43.5192186,-79.7353969,motorway_link,Toronto,403;QEW West,,
ramp,43.5211985,-79.732662,motorway_link,Toronto,403,,
ramp,43.541266,-79.7121213,motorway_link,,407 ETR West;407 ETR Ouest,,
ramp,43.5283312,-79.7257809,motorway_link,Highway 407 ETR West,407 ETR West,,
ramp,43.5277191,-79.7252192,motorway_link,Highway 403 Eastbound,,,
ramp,43.5324773,-79.7219419,motorway_link,,407 ETR East;407 ETR Est,,
ramp,43.5038218,-79.6704517,motorway_link,,13,,
ramp,43.6487082,-79.6380338,motorway_link,London,401 West Collector,,
ramp,43.645838,-79.6344452,motorway_link,Toronto,401 East,,
ramp,43.6098217,-79.6345705,motorway_link,,17,,
ramp,43.6156231,-79.6287055,motorway_link,Hamilton,403 West,,
ramp,43.5967657,-79.6484342,motorway_link,,,,
ramp,43.6046124,-79.6405435,motorway_link,,,,
ramp,43.6027781,-79.6474943,motorway_link,Hamilton,403 West,,
ramp,43.6012177,-79.6450837,motorway_link,Hamilton,403 West,,
